id,topic,subject_id,question,question_kn,option_a,option_a_kn,option_b,option_b_kn,option_c,option_c_kn,option_d,option_d_kn,correct_answer
e0d9e6c5-fa43-47ad-aa34-098acc057ec3,Basic Career Skills,es,Which of the following is a formal introduction in a job interview?,ಉದ್ಯೋಗ ಸಂದರ್ಶನದಲ್ಲಿ ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಔಪಚಾರಿಕ ಪರಿಚಯವಾಗಿದೆ?,"ʺHey, nice to meet you!ʺ","`ಹೇ, ನಿಮ್ಮನ್ನು ಭೇಟಿಯಾಗಲು ಸಂತೋಷವಾಗಿದೆ!`","ʺHi, whats your name?ʺ","`ಹಾಯ್, ನಿಮ್ಮ ಹೆಸರೇನು?`",ʺhello.. You can start the interview!ʺ,`ಹಲೋ.. ನೀವು ಸಂದರ್ಶನವನ್ನು ಆರಂಭಿಸಬಹುದು!`,ʺGood morning. Thank you for the opportunity.ʺ,`ಶುಭೋದಯ. ಅವಕಾಶಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.',D
d1e145f9-d9a3-483a-beb3-928022af9e78,Basic Career Skills,es,What is formal communication?,ಔಪಚಾರಿಕ ಸಂವಹನ ಎಂದರೇನು?,All written communication,ಎಲ್ಲಾ ಲಿಖಿತ ಸಂವಹನ,Official communication following a set of rules,ನಿಯಮಗಳ ಗುಂಪನ್ನು ಅನುಸರಿಸಿ ಅಧಿಕೃತ ಸಂವಹನ,Talking with friends and family,ಸ್ನೇಹಿತರು ಮತ್ತು ಕುಟುಂಬದೊಂದಿಗೆ ಮಾತನಾಡುವುದು,Casual chatting on social media,ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮದಲ್ಲಿ ಕ್ಯಾಶುಯಲ್ ಚಾಟಿಂಗ್,B
0d1c7d01-b239-45f5-a496-a00678017379,Basic Career Skills,es,"While applying for a job, the important information that should be mentioned in the covering letter includes ______.","ಉದ್ಯೋಗಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸುವಾಗ, ಕವರ್ ಲೆಟರ್‌ನಲ್ಲಿ ನಮೂದಿಸಬೇಕಾದ ಪ್ರಮುಖ ಮಾಹಿತಿಯು ______ ಅನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ.",salary expectations,ಸಂಬಳ ನಿರೀಕ್ಷೆಗಳು,education details,ಶಿಕ್ಷಣದ ವಿವರಗಳು,reasons of suitable for the role,ಪಾತ್ರಕ್ಕೆ ಸೂಕ್ತವಾದ ಕಾರಣಗಳು,hobbies,ಹವ್ಯಾಸಗಳು,C
a36e47d1-d103-4130-9b4b-653b742dc2a2,Basic Career Skills,es,What is very important to keep in mind while reviewing a resume?,ಪುನರಾರಂಭವನ್ನು ಪರಿಶೀಲಿಸುವಾಗ ಮನಸ್ಸಿನಲ್ಲಿಟ್ಟುಕೊಳ್ಳುವುದು ಬಹಳ ಮುಖ್ಯವಾದುದು ಏನು?,Salary details,ಸಂಬಳದ ವಿವರಗಳು,Lot of information to get the job,ಕೆಲಸ ಪಡೆಯಲು ಸಾಕಷ್ಟು ಮಾಹಿತಿ,Interest and hobbies,ಆಸಕ್ತಿ ಮತ್ತು ಹವ್ಯಾಸಗಳು,Highlight skills and qualifications that match the job,ಕೆಲಸಕ್ಕೆ ಹೊಂದಿಕೆಯಾಗುವ ಕೌಶಲ್ಯ ಮತ್ತು ಅರ್ಹತೆಗಳನ್ನು ಹೈಲೈಟ್ ಮಾಡಿ,D
152cbd93-a6a5-4240-b4d0-811b8b096372,Basic Career Skills,es,"After preparing the resume, the next important step to do is _____","ಪುನರಾರಂಭವನ್ನು ಸಿದ್ಧಪಡಿಸಿದ ನಂತರ, ಮುಂದಿನ ಪ್ರಮುಖ ಹಂತವೆಂದರೆ _____",sending the resume to the employer.,ಉದ್ಯೋಗದಾತರಿಗೆ ರೆಸ್ಯೂಮ್ ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ.,writing an impressive cover letter.,ಪ್ರಭಾವಶಾಲಿ ಕವರ್ ಲೆಟರ್ ಬರೆಯುವುದು.,preparing for interview.,ಸಂದರ್ಶನಕ್ಕೆ ತಯಾರಿ.,applying for the job.,ಕೆಲಸಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸುವುದು.,B
bda5a889-d695-4b36-8288-508e92342d1e,Basic Career Skills,es,"While applying for a job, the covering letter  should be easy to read by means of ______","ಉದ್ಯೋಗಕ್ಕಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸುವಾಗ, ಕವರಿಂಗ್ ಲೆಟರ್ ಅನ್ನು ______ ಮೂಲಕ ಓದಲು ಸುಲಭವಾಗಿರಬೇಕು",long descriptions.,ದೀರ್ಘ ವಿವರಣೆಗಳು.,dividing the text into shorter paragraphs.,ಪಠ್ಯವನ್ನು ಚಿಕ್ಕ ಪ್ಯಾರಾಗ್ರಾಫ್ಗಳಾಗಿ ವಿಭಜಿಸುವುದು.,increasing the font size.,ಫಾಂಟ್ ಗಾತ್ರವನ್ನು ಹೆಚ್ಚಿಸುವುದು.,extra curricular activities.,ಪಠ್ಯೇತರ ಚಟುವಟಿಕೆಗಳು.,B
d4fe9369-c897-4b70-8609-047e12b96b55,Basic Career Skills,es,Which of the following are included in a resume?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದನ್ನು ರೆಸ್ಯೂಮ್‌ನಲ್ಲಿ ಸೇರಿಸಲಾಗಿದೆ?,"Hobbies, favorite foods, and personal interests","ಹವ್ಯಾಸಗಳು, ನೆಚ್ಚಿನ ಆಹಾರಗಳು ಮತ್ತು ವೈಯಕ್ತಿಕ ಆಸಕ್ತಿಗಳು","Childhood memories, dreams, and aspirations","ಬಾಲ್ಯದ ನೆನಪುಗಳು, ಕನಸುಗಳು ಮತ್ತು ಆಕಾಂಕ್ಷೆಗಳು","Daily routine, favorite movies, and vacation plans","ದೈನಂದಿನ ದಿನಚರಿ, ನೆಚ್ಚಿನ ಚಲನಚಿತ್ರಗಳು ಮತ್ತು ರಜೆಯ ಯೋಜನೆಗಳು","Contact information, educational details, skills and work experience","ಸಂಪರ್ಕ ಮಾಹಿತಿ, ಶೈಕ್ಷಣಿಕ ವಿವರಗಳು, ಕೌಶಲ್ಯ ಮತ್ತು ಕೆಲಸದ ಅನುಭವ",D
8a04c1ac-eee1-45e8-9602-9b426e1c214c,Basic Career Skills,es,The word ʹresumeʹ comes from French and means ________,ʹresumeʹ ಎಂಬ ಪದವು ಫ್ರೆಂಚ್‌ನಿಂದ ಬಂದಿದೆ ಮತ್ತು ಇದರ ಅರ್ಥ ________,summary,ಸಾರಾಂಶ,education,ಶಿಕ್ಷಣ,experience,ಅನುಭವ,placement,ನಿಯೋಜನೆ,A
edd71c70-ce8f-4ae3-af56-c517547786ae,Basic Career Skills,es,What is the process of formally introducing oneself called?,ಔಪಚಾರಿಕವಾಗಿ ತನ್ನನ್ನು ತಾನು ಪರಿಚಯಿಸಿಕೊಳ್ಳುವ ಪ್ರಕ್ರಿಯೆಯನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,Self-introduction,ಸ್ವಯಂ ಪರಿಚಯ,Hiring,ನೇಮಕ,Decision,ನಿರ್ಧಾರ,Seeking,ಹುಡುಕುವುದು,A
20cc8cb2-5764-4ee7-b6cb-7592eec810f4,Basic Career Skills,es,Why is it important to understand the key components of a resume?,ಪುನರಾರಂಭದ ಪ್ರಮುಖ ಅಂಶಗಳನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವುದು ಏಕೆ ಮುಖ್ಯ?,To list your hobbies and interests,ನಿಮ್ಮ ಹವ್ಯಾಸಗಳು ಮತ್ತು ಆಸಕ್ತಿಗಳನ್ನು ಪಟ್ಟಿ ಮಾಡಲು,To create a colorful design,ವರ್ಣರಂಜಿತ ವಿನ್ಯಾಸವನ್ನು ರಚಿಸಲು,"To showcase your unique skills, accomplishments, and potential","ನಿಮ್ಮ ಅನನ್ಯ ಕೌಶಲ್ಯಗಳು, ಸಾಧನೆಗಳು ಮತ್ತು ಸಾಮರ್ಥ್ಯವನ್ನು ಪ್ರದರ್ಶಿಸಲು",To include personal anecdotes,ವೈಯಕ್ತಿಕ ಉಪಾಖ್ಯಾನಗಳನ್ನು ಸೇರಿಸಲು,C
6e780267-e330-4b66-aaf5-70f9b18622b3,Basic Career Skills,es,Which of the following is included in the header section of a resume?,ರೆಸ್ಯೂಮ್‌ನ ಹೆಡರ್ ವಿಭಾಗದಲ್ಲಿ ಈ ಕೆಳಗಿನ ಯಾವುದನ್ನು ಸೇರಿಸಲಾಗಿದೆ?,Resume summary or objective,ಸಾರಾಂಶ ಅಥವಾ ಉದ್ದೇಶವನ್ನು ಪುನರಾರಂಭಿಸಿ,"Name, contact number, professional email ID, and address","ಹೆಸರು, ಸಂಪರ್ಕ ಸಂಖ್ಯೆ, ವೃತ್ತಿಪರ ಇಮೇಲ್ ಐಡಿ ಮತ್ತು ವಿಳಾಸ",Career goals and achievements,ವೃತ್ತಿ ಗುರಿಗಳು ಮತ್ತು ಸಾಧನೆಗಳು,Relevant career experience,ಸಂಬಂಧಿತ ವೃತ್ತಿ ಅನುಭವ,B
2305025a-eb21-4e97-ad53-8bd905e53906,Basic Career Skills,es,What is required for effective communication?,ಪರಿಣಾಮಕಾರಿ ಸಂವಹನಕ್ಕಾಗಿ ಏನು ಬೇಕು?,Keep Listening,ಆಲಿಸುತ್ತಾ ಇರಿ,Keep Talking,ಮಾತನಾಡುತ್ತಲೇ ಇರಿ,Listen and talk carefully,ಎಚ್ಚರಿಕೆಯಿಂದ ಆಲಿಸಿ ಮತ್ತು ಮಾತನಾಡಿ,Listen carefully,ಎಚ್ಚರಿಕೆಯಿಂದ ಆಲಿಸಿ,C
c6f0283f-b922-4403-8b89-a53f41f75ddc,Basic Career Skills,es,Miscommunication can lead to ________,ತಪ್ಪು ಸಂವಹನವು ________ ಗೆ ಕಾರಣವಾಗಬಹುದು,building relationships,ಸಂಬಂಧಗಳನ್ನು ನಿರ್ಮಿಸುವುದು,misunderstandings,ತಪ್ಪು ತಿಳುವಳಿಕೆಗಳು,successful planning,ಯಶಸ್ವಿ ಯೋಜನೆ,effective results,ಪರಿಣಾಮಕಾರಿ ಫಲಿತಾಂಶಗಳು,B
befae2bd-d01b-46ac-8304-253873c74f48,Basic Career Skills,es,"Fill up the blanks with suitable words so as to become a meaningful sentence.
There are many dos and don’ts to be ______ while preparing for/attending an __________","ಅರ್ಥಪೂರ್ಣ ವಾಕ್ಯವಾಗಲು ಸೂಕ್ತವಾದ ಪದಗಳೊಂದಿಗೆ ಖಾಲಿ ಜಾಗಗಳನ್ನು ಭರ್ತಿ ಮಾಡಿ.
__________ ಗೆ ತಯಾರಿ ಮಾಡುವಾಗ/ಹಾಜರಾಗುವಾಗ ______ ಆಗಿರಬೇಕಾದ ಹಲವು ಮಾಡಬೇಕಾದ ಮತ್ತು ಮಾಡಬಾರದ ಸಂಗತಿಗಳಿವೆ","there, interview","ಅಲ್ಲಿ, ಸಂದರ್ಶನ","identify, interview","ಗುರುತಿಸಿ, ಸಂದರ್ಶನ","identified, interviewed","ಗುರುತಿಸಲಾಗಿದೆ, ಸಂದರ್ಶಿಸಲಾಗಿದೆ","identified, interview","ಗುರುತಿಸಲಾಗಿದೆ, ಸಂದರ್ಶನ",D
5b1f4a75-03fc-4273-9585-e171ca35d6c6,Basic Career Skills,es,"Fill up the blank with a suitable word so as to become a meaningful sentence.
Rainwater harvesting _______ to prevent water scarcity.","ಅರ್ಥಪೂರ್ಣ ವಾಕ್ಯವಾಗಲು ಖಾಲಿ ಜಾಗವನ್ನು ಸೂಕ್ತವಾದ ಪದದಿಂದ ತುಂಬಿಸಿ.
ನೀರಿನ ಕೊರತೆಯನ್ನು ತಡೆಗಟ್ಟಲು ಮಳೆನೀರು ಕೊಯ್ಲು _______.",gives,ನೀಡುತ್ತದೆ,gave,ನೀಡಿದರು,help,ಸಹಾಯ,helps,ಸಹಾಯ ಮಾಡುತ್ತದೆ,D
1ec74b80-26c6-412e-8618-7248ef6923af,Basic Career Skills,es,"Fill up the blanks with suitable words so as to become a meaningful sentence.
There _______ a coffee shop _______ the park.","ಅರ್ಥಪೂರ್ಣ ವಾಕ್ಯವಾಗಲು ಸೂಕ್ತವಾದ ಪದಗಳೊಂದಿಗೆ ಖಾಲಿ ಜಾಗಗಳನ್ನು ಭರ್ತಿ ಮಾಡಿ.
ಅಲ್ಲಿ _______ ಕಾಫಿ ಶಾಪ್ _______ ಪಾರ್ಕ್.","are, next to","ಇವೆ, ಪಕ್ಕದಲ್ಲಿ","is, next to","ಆಗಿದೆ, ಪಕ್ಕದಲ್ಲಿ","is, next","ಆಗಿದೆ, ಮುಂದೆ","are, next","ಇವೆ, ಮುಂದಿನ",B
228067c1-f427-4996-804e-178b26221bb6,Future Work Skills,es,ʺGigʺ economy is ______,`ಗಿಗ್' ಆರ್ಥಿಕತೆ ______,A system of work where people work in part-time,ಜನರು ಅರೆಕಾಲಿಕವಾಗಿ ಕೆಲಸ ಮಾಡುವ ಕೆಲಸದ ವ್ಯವಸ್ಥೆ,Indian economy,ಭಾರತೀಯ ಆರ್ಥಿಕತೆ,Foreign economy,ವಿದೇಶಿ ಆರ್ಥಿಕತೆ,Regular job,ನಿಯಮಿತ ಕೆಲಸ,A
015c67b7-43d4-4e9e-90de-88cb643bc225,Basic Career Skills,es,Which of the following is NOT a key component of a resume?,ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ರೆಸ್ಯೂಮ್‌ನ ಪ್ರಮುಖ ಅಂಶವಲ್ಲ?,Relevant skills,ಸಂಬಂಧಿತ ಕೌಶಲ್ಯಗಳು,Additional information,ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ,References,ಉಲ್ಲೇಖಗಳು,Personal anecdotes,ವೈಯಕ್ತಿಕ ಉಪಾಖ್ಯಾನಗಳು,D
488681fa-b69f-46d6-ac8e-d689f700cc3f,Basic Career Skills,es,What is a key component of a resume that outlines your relevant career experience and is used by experienced professionals?,ನಿಮ್ಮ ಸಂಬಂಧಿತ ವೃತ್ತಿ ಅನುಭವವನ್ನು ವಿವರಿಸುವ ಮತ್ತು ಅನುಭವಿ ವೃತ್ತಿಪರರಿಂದ ಬಳಸಲ್ಪಡುವ ಪುನರಾರಂಭದ ಪ್ರಮುಖ ಅಂಶ ಯಾವುದು?,Resume Profile,ಪ್ರೊಫೈಲ್ ಅನ್ನು ಪುನರಾರಂಭಿಸಿ,Resume Objective,ಪುನರಾರಂಭದ ಉದ್ದೇಶ,Work Experience,ಕೆಲಸದ ಅನುಭವ,Transferable Skills,ವರ್ಗಾವಣೆ ಮಾಡಬಹುದಾದ ಕೌಶಲ್ಯಗಳು,C
fb172040-0650-4aeb-9f1f-517556cbeed9,Basic Career Skills,es,Spoken communication is usually not only _______ but also _______,ಮಾತನಾಡುವ ಸಂವಹನವು ಸಾಮಾನ್ಯವಾಗಿ _______ ಮಾತ್ರವಲ್ಲದೆ _______ ಆಗಿದೆ,"formal, informal","ಔಪಚಾರಿಕ, ಅನೌಪಚಾರಿಕ","verbal, nonverbal","ಮೌಖಿಕ, ಅಮೌಖಿಕ","verbal, informal","ಮೌಖಿಕ, ಅನೌಪಚಾರಿಕ","formal, nonverbal","ಔಪಚಾರಿಕ, ಅಮೌಖಿಕ",B
dcff2c42-6718-4a48-a7d8-89cd1b5c696c,Basic Career Skills,es,Which of the following is a key factor for a well-organized resume?,ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಸುಸಂಘಟಿತ ಪುನರಾರಂಭಕ್ಕೆ ಪ್ರಮುಖ ಅಂಶವಾಗಿದೆ?,Complex designs,ಸಂಕೀರ್ಣ ವಿನ್ಯಾಸಗಳು,Fancy fonts,ಅಲಂಕಾರಿಕ ಫಾಂಟ್‌ಗಳು,Simple designs and easy-to-read words,ಸರಳ ವಿನ್ಯಾಸಗಳು ಮತ್ತು ಓದಲು ಸುಲಭವಾದ ಪದಗಳು,Long paragraphs,ದೀರ್ಘ ಪ್ಯಾರಾಗಳು,C
a5d693f7-07d0-4780-87c1-e1eafec0fe98,Basic Career Skills,es,Important factors to check in a good resume are __________.,ಉತ್ತಮ ಪುನರಾರಂಭವನ್ನು ಪರಿಶೀಲಿಸಲು ಪ್ರಮುಖ ಅಂಶಗಳು __________.,paper quality,ಕಾಗದದ ಗುಣಮಟ್ಟ,company details,ಕಂಪನಿಯ ವಿವರಗಳು,"Correct information, free from spelling and grammar mistakes","ಸರಿಯಾದ ಮಾಹಿತಿ, ಕಾಗುಣಿತ ಮತ್ತು ವ್ಯಾಕರಣ ದೋಷಗಳಿಂದ ಮುಕ್ತವಾಗಿದೆ",attractive words,ಆಕರ್ಷಕ ಪದಗಳು,C
998dd98d-8ce9-4ca5-b62b-c2fe888e0b15,Basic Career Skills,es,Which one will help us to maintain the balance between mental and physical activities?,ಮಾನಸಿಕ ಮತ್ತು ದೈಹಿಕ ಚಟುವಟಿಕೆಗಳ ನಡುವಿನ ಸಮತೋಲನವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳಲು ಯಾವುದು ನಮಗೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ?,Hobbies,ಹವ್ಯಾಸಗಳು,Laziness,ಸೋಮಾರಿತನ,Stress,ಒತ್ತಡ,Inactivity,ನಿಷ್ಕ್ರಿಯತೆ,A
2e8160ea-94ce-4cd3-92ca-eae43a4216d2,Basic Career Skills,es,"Complete the sentence with a suitable describing word:
The transportation to some rural areas is difficult as the roads are _________.","ಸೂಕ್ತವಾದ ವಿವರಿಸುವ ಪದದೊಂದಿಗೆ ವಾಕ್ಯವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ:
ರಸ್ತೆಗಳು _________ ಆಗಿರುವುದರಿಂದ ಕೆಲವು ಗ್ರಾಮೀಣ ಪ್ರದೇಶಗಳಿಗೆ ಸಾರಿಗೆ ಕಷ್ಟಕರವಾಗಿದೆ.",dry,ಶುಷ್ಕ,polluted,ಕಲುಷಿತಗೊಂಡಿದೆ,boring,ನೀರಸ,uneven,ಅಸಮ,D
9ac8d3b5-42de-4615-9d88-922378fdc932,Basic Career Skills,es,"Complete the sentence with a suitable describing word:
There is water scarcity in the locality. The area is ________.","ಸೂಕ್ತವಾದ ವಿವರಿಸುವ ಪದದೊಂದಿಗೆ ವಾಕ್ಯವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ:
ಜಿಲ್ಲೆಯಲ್ಲಿ ನೀರಿನ ಅಭಾವವಿದೆ. ಪ್ರದೇಶವು ________ ಆಗಿದೆ.",uneven,ಅಸಮ,noisy,ಗದ್ದಲದ,dry,ಶುಷ್ಕ,boring,ನೀರಸ,C
937ee8c8-b07e-4827-8549-24365e0a5d15,Future Work Skills,es,Skill India Digital is _________,ಸ್ಕಿಲ್ ಇಂಡಿಯಾ ಡಿಜಿಟಲ್ _________,a digital Movie,ಒಂದು ಡಿಜಿಟಲ್ ಚಲನಚಿತ್ರ,a platform for learning and career resource,ಕಲಿಕೆ ಮತ್ತು ವೃತ್ತಿ ಸಂಪನ್ಮೂಲಗಳ ವೇದಿಕೆ,central govt. office,ಕೇಂದ್ರ ಸರ್ಕಾರ ಕಛೇರಿ,name of a trade,ವ್ಯಾಪಾರದ ಹೆಸರು,B
f1ab94b2-6409-48ee-a816-86e7e079b0f5,Future Work Skills,es,Migration of work means _______,ಕೆಲಸದ ವಲಸೆ ಎಂದರೆ _______,shifting the industry,ಉದ್ಯಮವನ್ನು ಬದಲಾಯಿಸುವುದು,going to a different place to find a job,ಕೆಲಸ ಹುಡುಕಲು ಬೇರೆ ಸ್ಥಳಕ್ಕೆ ಹೋಗುತ್ತಿದ್ದಾರೆ,shifting of profession,ವೃತ್ತಿಯ ಬದಲಾವಣೆ,working in different shifts,ವಿವಿಧ ಪಾಳಿಗಳಲ್ಲಿ ಕೆಲಸ,B
27f3fd30-2c56-47ae-96a1-2c3397d66183,Future Work Skills,es,Which among the following is self-employment idea?,ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಸ್ವಯಂ ಉದ್ಯೋಗ ಕಲ್ಪನೆ ಯಾವುದು?,Freelance tailoring Service,ಸ್ವತಂತ್ರ ಟೈಲರಿಂಗ್ ಸೇವೆ,Boutique owner,ಬಾಟಿಕ್ ಮಾಲೀಕರು,Home catering service,ಮನೆ ಅಡುಗೆ ಸೇವೆ,All the options,ಎಲ್ಲಾ ಆಯ್ಕೆಗಳು,D
3e286c0e-1c54-4ac1-91c4-728f4a67c31b,Future Work Skills,es,__________ are a great way for gig workers to find jobs.,ಗಿಗ್ ಕೆಲಸಗಾರರಿಗೆ ಉದ್ಯೋಗಗಳನ್ನು ಹುಡುಕಲು __________ ಉತ್ತಮ ಮಾರ್ಗವಾಗಿದೆ.,Employment exchange,ಉದ್ಯೋಗ ವಿನಿಮಯ,Online platforms and Apps,ಆನ್‌ಲೈನ್ ಪ್ಲಾಟ್‌ಫಾರ್ಮ್‌ಗಳು ಮತ್ತು ಅಪ್ಲಿಕೇಶನ್‌ಗಳು,Employment news paper,ಉದ್ಯೋಗ ಸುದ್ದಿ ಪತ್ರಿಕೆ,Placement cell,ಪ್ಲೇಸ್‌ಮೆಂಟ್ ಸೆಲ್,B
6c71c237-d621-42dc-b133-01dcb632b8d3,Future Work Skills,es,How have workplaces changed after COVID?,COVID ನಂತರ ಕೆಲಸದ ಸ್ಥಳಗಳು ಹೇಗೆ ಬದಲಾಗಿವೆ?,No focus on technology,ತಂತ್ರಜ್ಞಾನದತ್ತ ಗಮನ ಹರಿಸಿಲ್ಲ,Flexible in working hours is nil,ಕೆಲಸದ ಸಮಯದಲ್ಲಿ ಹೊಂದಿಕೊಳ್ಳುವಿಕೆಯು ಶೂನ್ಯವಾಗಿರುತ್ತದೆ,Mix of in-person and at-home work,ವೈಯಕ್ತಿಕ ಮತ್ತು ಮನೆಯಲ್ಲಿ ಕೆಲಸದ ಮಿಶ್ರಣ,Less job opportunities,ಉದ್ಯೋಗಾವಕಾಶಗಳು ಕಡಿಮೆ,C
4500c466-9948-4741-8059-2de982c51ca3,Internet Skills,es,Which one is a search engine?,ಸರ್ಚ್ ಇಂಜಿನ್ ಯಾವುದು?,Flicker,ಫ್ಲಿಕ್ಕರ್,Hotmail,ಹಾಟ್ಮೇಲ್,Facebook,ಫೇಸ್ಬುಕ್,Google,ಗೂಗಲ್,D
73096978-173c-439e-a431-b37323fc6a7f,Internet Skills,es,Which one is a social networking site?,ಸಾಮಾಜಿಕ ಜಾಲತಾಣ ಯಾವುದು?,Outlook express,ಔಟ್ಲುಕ್ ಎಕ್ಸ್ಪ್ರೆಸ್,Facebook,ಫೇಸ್ಬುಕ್,Lotus notes,ಕಮಲದ ಟಿಪ್ಪಣಿಗಳು,Mozilla,ಮೊಜಿಲ್ಲಾ,B
685ebe98-126f-40c8-a0d0-a19eee2a2e38,Internet Skills,es,Which one is a cyber crime?,ಯಾವುದು ಸೈಬರ್ ಅಪರಾಧ?,Sending email,ಇಮೇಲ್ ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ,Online purchasing,ಆನ್‌ಲೈನ್ ಖರೀದಿ,Online gambling,ಆನ್‌ಲೈನ್ ಜೂಜು,Chatting with friends,ಸ್ನೇಹಿತರೊಂದಿಗೆ ಚಾಟ್ ಮಾಡುತ್ತಿದ್ದೆ,C
4dd317c2-2eca-414e-829c-a694218fd1bb,Internet Skills,es,"In an email, where will you add the recipientʹs email address to whom you want to send the copy of an email?","ಇಮೇಲ್‌ನಲ್ಲಿ, ನೀವು ಇಮೇಲ್‌ನ ನಕಲನ್ನು ಕಳುಹಿಸಲು ಬಯಸುವ ಸ್ವೀಕರಿಸುವವರ ಇಮೇಲ್ ವಿಳಾಸವನ್ನು ಎಲ್ಲಿ ಸೇರಿಸುತ್ತೀರಿ?",To,ಗೆ,CC,CC,Bcc,Bcc,Subject,ವಿಷಯ,B
d625b062-6f47-482d-bbd5-603cf4268752,Internet Skills,es,An illegal activity committed on the internet is called ___________,ಅಂತರ್ಜಾಲದಲ್ಲಿ ಮಾಡಿದ ಕಾನೂನುಬಾಹಿರ ಚಟುವಟಿಕೆಯನ್ನು ___________ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ,virus,ವೈರಸ್,cyber crime,ಸೈಬರ್ ಅಪರಾಧ,search engine,ಹುಡುಕಾಟ ಎಂಜಿನ್,social networking,ಸಾಮಾಜಿಕ ನೆಟ್ವರ್ಕಿಂಗ್,B
2d64c691-69db-41c8-9172-671cae895459,Internet Skills,es,A software application used to enable computer users to locate and access web page is called ___________,ವೆಬ್ ಪುಟವನ್ನು ಪತ್ತೆಹಚ್ಚಲು ಮತ್ತು ಪ್ರವೇಶಿಸಲು ಕಂಪ್ಯೂಟರ್ ಬಳಕೆದಾರರನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಲು ಬಳಸುವ ಸಾಫ್ಟ್‌ವೇರ್ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ___________ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ,web browser,ವೆಬ್ ಬ್ರೌಸರ್,web server,ವೆಬ್ ಸರ್ವರ್,website,ವೆಬ್‌ಸೈಟ್,email,ಇಮೇಲ್,A
625f8e3e-b845-463e-a484-cffc55170d25,Internet Skills,es,A computer system consists of __________,ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆಯು ____________ ಅನ್ನು ಒಳಗೊಂಡಿದೆ,software and program,ಸಾಫ್ಟ್ವೇರ್ ಮತ್ತು ಪ್ರೋಗ್ರಾಂ,hardware and software,ಹಾರ್ಡ್ವೇರ್ ಮತ್ತು ಸಾಫ್ಟ್ವೇರ್,mouse and keyboard,ಮೌಸ್ ಮತ್ತು ಕೀಬೋರ್ಡ್,circuit diagram,ಸರ್ಕ್ಯೂಟ್ ರೇಖಾಚಿತ್ರ,B
a4041a4f-fd74-4d1e-8811-9fa99b95017d,Future Work Skills,es,A beauty parlor staff follows environment-friendly actions by means of  _______.,ಬ್ಯೂಟಿ ಪಾರ್ಲರ್ ಸಿಬ್ಬಂದಿ _______ ಮೂಲಕ ಪರಿಸರ ಸ್ನೇಹಿ ಕ್ರಮಗಳನ್ನು ಅನುಸರಿಸುತ್ತಾರೆ.,using plastic gloves.,ಪ್ಲಾಸ್ಟಿಕ್ ಕೈಗವಸುಗಳನ್ನು ಬಳಸುವುದು.,using plastic cups.,ಪ್ಲಾಸ್ಟಿಕ್ ಕಪ್ಗಳನ್ನು ಬಳಸುವುದು.,discarding consumable items.,ಸೇವಿಸುವ ವಸ್ತುಗಳನ್ನು ತ್ಯಜಿಸುವುದು.,"using non plastic materials, disposing wastes in an environmentally friendly way.","ಪ್ಲಾಸ್ಟಿಕ್ ಅಲ್ಲದ ವಸ್ತುಗಳನ್ನು ಬಳಸುವುದು, ಪರಿಸರ ಸ್ನೇಹಿ ರೀತಿಯಲ್ಲಿ ತ್ಯಾಜ್ಯಗಳನ್ನು ವಿಲೇವಾರಿ ಮಾಡುವುದು.",D
